SYMBOL	ENSEMBL
HHAT	ENSG00000054392
SERTAD4	ENSG00000082497
SYT14	ENSG00000143469
IRF6	ENSG00000117595
TRAF3IP3	ENSG00000009790
LAMB3	ENSG00000196878
HSD11B1	ENSG00000117594
G0S2	ENSG00000123689
CAMK1G	ENSG00000008118
PLXNA2	ENSG00000076356
CD34	ENSG00000174059
CD46	ENSG00000117335
CR1L	ENSG00000197721
CR2	ENSG00000117322
FAM171A1	ENSG00000148468
NMT2	ENSG00000152465
RPP38	ENSG00000152464
ACBD7	ENSG00000176244
OLAH	ENSG00000152463
MEIG1	ENSG00000197889
DCLRE1C	ENSG00000152457
SUV39H2	ENSG00000152455
HSPA14	ENSG00000187522
CDNF	ENSG00000185267
FAM107B	ENSG00000065809
FRMD4A	ENSG00000151474
PRPF18	ENSG00000165630
BEND7	ENSG00000165626
SEPHS1	ENSG00000086475
PHYH	ENSG00000107537
UCMA	ENSG00000165623
MCM10	ENSG00000065328
OPTN	ENSG00000123240
CCDC3	ENSG00000151468
CAMK1D	ENSG00000183049
CDC123	ENSG00000151465
NUDT5	ENSG00000165609
SEC61A2	ENSG00000065665
DHTKD1	ENSG00000181192
UPF2	ENSG00000151461
PROSER2	ENSG00000148426
ECHDC3	ENSG00000134463
USP6NL	ENSG00000148429
CELF2	ENSG00000048740
GATA3	ENSG00000107485
TAF3	ENSG00000165632
KIN	ENSG00000151657
ITIH2	ENSG00000151655
ITIH5	ENSG00000123243
SFMBT2	ENSG00000198879
PRKCQ	ENSG00000065675
PFKFB3	ENSG00000170525
RBM17	ENSG00000134453
IL2RA	ENSG00000134460
IL15RA	ENSG00000134470
ANKRD16	ENSG00000134461
ITGA8	ENSG00000077943
MINDY3	ENSG00000148481
PTER	ENSG00000165983
C1QL3	ENSG00000165985
RSU1	ENSG00000148484
CUBN	ENSG00000107611
TRDMT1	ENSG00000107614
VIM	ENSG00000026025
ST8SIA6	ENSG00000148488
HACD1	ENSG00000165996
STAM	ENSG00000136738
TMEM236	ENSG00000148483
MRC1	ENSG00000260314
SLC39A12	ENSG00000148482
CACNB2	ENSG00000165995
NSUN6	ENSG00000241058
ARL5B	ENSG00000165997
MALRD1	ENSG00000204740
PLXDC2	ENSG00000120594
NEBL	ENSG00000078114
SKIDA1	ENSG00000180592
MLLT10	ENSG00000078403
DNAJC1	ENSG00000136770
COMMD3	ENSG00000148444
BMI1	ENSG00000168283
SPAG6	ENSG00000077327
PIP4K2A	ENSG00000150867
ARMC3	ENSG00000165309
MSRB2	ENSG00000148450
OTUD1	ENSG00000165312
ARHGAP21	ENSG00000107863
ENKUR	ENSG00000151023
THNSL1	ENSG00000185875
GPR158	ENSG00000151025
MYO3A	ENSG00000095777
GAD2	ENSG00000136750
APBB1IP	ENSG00000077420
PDSS1	ENSG00000148459
ABI1	ENSG00000136754
ACBD5	ENSG00000107897
MASTL	ENSG00000120539
YME1L1	ENSG00000136758
SPOPL	ENSG00000144228
HNMT	ENSG00000150540
IL1RN	ENSG00000136689
PSD4	ENSG00000125637
PAX8	ENSG00000125618
CACNA1B	ENSG00000148408
EHMT1	ENSG00000181090
ARRDC1	ENSG00000197070
ZMYND19	ENSG00000165724
DPH7	ENSG00000148399
MRPL41	ENSG00000182154
PNPLA7	ENSG00000130653
NSMF	ENSG00000165802
ENTPD8	ENSG00000188833
NOXA1	ENSG00000188747
NRARP	ENSG00000198435
TOR4A	ENSG00000198113
NELFB	ENSG00000188986
STPG3	ENSG00000197768
FAM166A	ENSG00000188163
TUBB4B	ENSG00000188229
SLC34A3	ENSG00000198569
RNF224	ENSG00000233198
CYSRT1	ENSG00000197191
RNF208	ENSG00000212864
NDOR1	ENSG00000188566
TMEM203	ENSG00000187713
TPRN	ENSG00000176058
SSNA1	ENSG00000176101
ANAPC2	ENSG00000176248
TMEM210	ENSG00000185863
LRRC26	ENSG00000184709
GRIN1	ENSG00000176884
MAN1B1	ENSG00000177239
DPP7	ENSG00000176978
UAP1L1	ENSG00000197355
SAPCD2	ENSG00000186193
ENTPD2	ENSG00000054179
NPDC1	ENSG00000107281
FUT7	ENSG00000180549
ABCA2	ENSG00000107331
PAXX	ENSG00000148362
CLIC3	ENSG00000169583
PTGDS	ENSG00000107317
LCN12	ENSG00000184925
C8G	ENSG00000176919
FBXW5	ENSG00000159069
TRAF2	ENSG00000127191
EDF1	ENSG00000107223
MAMDC4	ENSG00000177943
PHPT1	ENSG00000054148
RABL6	ENSG00000196642
CCDC183	ENSG00000213213
TMEM141	ENSG00000244187
LCN6	ENSG00000267206
LCN10	ENSG00000187922
OBP2A	ENSG00000122136
SOHLH1	ENSG00000165643
KCNT1	ENSG00000107147
CAMSAP1	ENSG00000130559
UBAC1	ENSG00000130560
NACC2	ENSG00000148411
LHX3	ENSG00000107187
QSOX2	ENSG00000165661
CCDC187	ENSG00000260220
GPSM1	ENSG00000160360
DNLZ	ENSG00000213221
CARD9	ENSG00000187796
SNAPC4	ENSG00000165684
PMPCA	ENSG00000165688
INPP5E	ENSG00000148384
SEC16A	ENSG00000148396
NOTCH1	ENSG00000148400
EGFL7	ENSG00000172889
AGPAT2	ENSG00000169692
SURF6	ENSG00000148296
MED22	ENSG00000148297
RPL7A	ENSG00000148303
SURF1	ENSG00000148290
SURF2	ENSG00000148291
SURF4	ENSG00000148248
STKLD1	ENSG00000198870
REXO4	ENSG00000148300
ADAMTS13	ENSG00000160323
CACFD1	ENSG00000160325
SLC2A6	ENSG00000160326
MYMK	ENSG00000187616
ADAMTSL2	ENSG00000197859
FAM163B	ENSG00000196990
DBH	ENSG00000123454
SARDH	ENSG00000123453
VAV2	ENSG00000160293
BRD3OS	ENSG00000235106
BRD3	ENSG00000169925
WDR5	ENSG00000196363
RXRA	ENSG00000186350
COL5A1	ENSG00000130635
OLFM1	ENSG00000130558
PPP1R26	ENSG00000196422
MRPS2	ENSG00000122140
GBGT1	ENSG00000148288
RALGDS	ENSG00000160271
CEL	ENSG00000170835
GTF3C5	ENSG00000148308
GFI1B	ENSG00000165702
TSC1	ENSG00000165699
SPACA9	ENSG00000165698
AK8	ENSG00000165695
GTF3C4	ENSG00000125484
DDX31	ENSG00000125485
BARHL1	ENSG00000125492
CFAP77	ENSG00000188523
TTF1	ENSG00000125482
SETX	ENSG00000107290
NTNG2	ENSG00000196358
MED27	ENSG00000160563
RAPGEF1	ENSG00000107263
TRUB2	ENSG00000167112
COQ4	ENSG00000167113
SLC27A4	ENSG00000167114
URM1	ENSG00000167118
CERCAM	ENSG00000167123
ODF2	ENSG00000136811
GLE1	ENSG00000119392
SPTAN1	ENSG00000197694
WDR34	ENSG00000119333
SET	ENSG00000119335
PKN3	ENSG00000160447
ZDHHC12	ENSG00000160446
ZER1	ENSG00000160445
TBC1D13	ENSG00000107021
ENDOG	ENSG00000167136
SPOUT1	ENSG00000198917
KYAT1	ENSG00000171097
LRRC8A	ENSG00000136802
PHYHD1	ENSG00000175287
DOLK	ENSG00000175283
NUP188	ENSG00000095319
SH3GLB2	ENSG00000148341
MIGA2	ENSG00000148343
DOLPP1	ENSG00000167130
CRAT	ENSG00000095321
PTPA	ENSG00000119383
IER5L	ENSG00000188483
NTMT1	ENSG00000148335
ASB6	ENSG00000148331
PRRX2	ENSG00000167157
PTGES	ENSG00000148344
TOR1B	ENSG00000136816
TOR1A	ENSG00000136827
USP20	ENSG00000136878
FNBP1	ENSG00000187239
GPR107	ENSG00000148358
NCS1	ENSG00000107130
HMCN2	ENSG00000148357
ASS1	ENSG00000130707
FUBP3	ENSG00000107164
PRDM12	ENSG00000130711
EXOSC2	ENSG00000130713
ABL1	ENSG00000097007
QRFP	ENSG00000188710
FIBCD1	ENSG00000130720
LAMC3	ENSG00000050555
AIF1L	ENSG00000126878
NUP214	ENSG00000126883
FAM78A	ENSG00000126882
PLPP7	ENSG00000160539
PRRC2B	ENSG00000130723
POMT1	ENSG00000130714
UCK1	ENSG00000130717
SWI5	ENSG00000175854
GOLGA2	ENSG00000167110
DNM1	ENSG00000106976
CIZ1	ENSG00000148337
LCN2	ENSG00000148346
PTGES2	ENSG00000148334
SLC25A25	ENSG00000148339
NAIF1	ENSG00000171169
FAM102A	ENSG00000167106
DPM2	ENSG00000136908
PIP5KL1	ENSG00000167103
ST6GALNAC4	ENSG00000136840
ST6GALNAC6	ENSG00000160408
AK1	ENSG00000106992
ENG	ENSG00000106991
FPGS	ENSG00000136877
CDK9	ENSG00000136807
SH2D3C	ENSG00000095370
TTC16	ENSG00000167094
TOR2A	ENSG00000160404
PTRH1	ENSG00000187024
CFAP157	ENSG00000160401
STXBP1	ENSG00000136854
LRSAM1	ENSG00000148356
RPL12	ENSG00000197958
SLC2A8	ENSG00000136856
GARNL3	ENSG00000136895
RALGPS1	ENSG00000136828
ANGPTL2	ENSG00000136859
ZBTB34	ENSG00000177125
ZBTB43	ENSG00000169155
MVB12B	ENSG00000196814
PBX3	ENSG00000167081
MAPKAP1	ENSG00000119487
GAPVD1	ENSG00000165219
HSPA5	ENSG00000044574
RABEPK	ENSG00000136933
FBXW2	ENSG00000119402
PSMD5	ENSG00000095261
PHF19	ENSG00000119403
TRAF1	ENSG00000056558
CNTRL	ENSG00000119397
RAB14	ENSG00000119396
GSN	ENSG00000148180
STOM	ENSG00000148175
DAB2IP	ENSG00000136848
TTLL11	ENSG00000175764
NDUFA8	ENSG00000119421
MORN5	ENSG00000185681
LHX6	ENSG00000106852
RBM18	ENSG00000119446
MRRF	ENSG00000148187
PTGS1	ENSG00000095303
PDCL	ENSG00000136940
RC3H2	ENSG00000056586
ZBTB6	ENSG00000186130
ZBTB26	ENSG00000171448
RABGAP1	ENSG00000011454
STRBP	ENSG00000165209
GPR21	ENSG00000011454
CRB2	ENSG00000148204
DENND1A	ENSG00000119522
LHX2	ENSG00000106689
NEK6	ENSG00000119408
PSMB7	ENSG00000136930
NR5A1	ENSG00000136931
NR6A1	ENSG00000148200
OLFML2A	ENSG00000185585
WDR38	ENSG00000136918
RPL35	ENSG00000136942
ARPC5L	ENSG00000136950
GOLGA1	ENSG00000136935
SCAI	ENSG00000173611
PPP6C	ENSG00000119414
KYNU	ENSG00000115919
ARHGAP15	ENSG00000075884
GTDC1	ENSG00000121964
ZEB2	ENSG00000169554
ACVR2A	ENSG00000121989
ORC4	ENSG00000115947
MBD5	ENSG00000204406
EPC2	ENSG00000135999
KIF5C	ENSG00000168280
LYPD6B	ENSG00000150556
LYPD6	ENSG00000187123
MMADHC	ENSG00000168288
RND3	ENSG00000115963
RBM43	ENSG00000184898
NMI	ENSG00000123609
TNFAIP6	ENSG00000123610
RIF1	ENSG00000080345
NEB	ENSG00000183091
ARL5A	ENSG00000162980
CACNB4	ENSG00000182389
STAM2	ENSG00000115145
FMNL2	ENSG00000157827
PRPF40A	ENSG00000196504
ARL6IP6	ENSG00000177917
RPRM	ENSG00000177519
GALNT13	ENSG00000144278
KCNJ3	ENSG00000162989
NR4A2	ENSG00000153234
GPD2	ENSG00000115159
GALNT5	ENSG00000136542
ERMN	ENSG00000136541
CYTIP	ENSG00000115165
ACVR1C	ENSG00000123612
ACVR1	ENSG00000115170
UPP2	ENSG00000007001
CCDC148	ENSG00000153237
PKP4	ENSG00000144283
DAPL1	ENSG00000163331
TANC1	ENSG00000115183
WDSUB1	ENSG00000196151
BAZ2B	ENSG00000123636
CD302	ENSG00000241399
LY75	ENSG00000054219
PLA2R1	ENSG00000153246
ITGB6	ENSG00000115221
RBMS1	ENSG00000153250
TANK	ENSG00000136560
PSMD14	ENSG00000115233
TBR1	ENSG00000136535
SLC4A10	ENSG00000144290
DPP4	ENSG00000197635
GCG	ENSG00000115263
FAP	ENSG00000078098
IFIH1	ENSG00000115267
GCA	ENSG00000115271
KCNH7	ENSG00000184611
FIGN	ENSG00000182263
GRB14	ENSG00000115290
COBLL1	ENSG00000082438
SLC38A11	ENSG00000169507
SCN3A	ENSG00000153253
SCN2A	ENSG00000136531
CSRNP3	ENSG00000178662
GALNT3	ENSG00000115339
TTC21B	ENSG00000123607
SCN1A	ENSG00000144285
SCN9A	ENSG00000169432
SCN7A	ENSG00000136546
XIRP2	ENSG00000163092
B3GALT1	ENSG00000172318
STK39	ENSG00000198648
CERS6	ENSG00000172292
NOSTRIN	ENSG00000163072
SPC25	ENSG00000152253
G6PC2	ENSG00000152254
ABCB11	ENSG00000073734
DHRS9	ENSG00000073737
LRP2	ENSG00000081479
BBS5	ENSG00000163093
KLHL41	ENSG00000239474
FASTKD1	ENSG00000138399
PPIG	ENSG00000138398
CCDC173	ENSG00000154479
PHOSPHO2	ENSG00000144362
KLHL23	ENSG00000213160
SSB	ENSG00000138385
METTL5	ENSG00000138382
UBR3	ENSG00000144357
MYO3B	ENSG00000071909
SP5	ENSG00000204335
ERICH2	ENSG00000204334
GAD1	ENSG00000128683
GORASP2	ENSG00000115806
TLK1	ENSG00000198586
METTL8	ENSG00000123600
DCAF17	ENSG00000115827
CYBRD1	ENSG00000071967
DYNC1I2	ENSG00000077380
SLC25A12	ENSG00000115840
HAT1	ENSG00000128708
METAP1D	ENSG00000172878
DLX1	ENSG00000144355
DLX2	ENSG00000115844
ITGA6	ENSG00000091409
PDK1	ENSG00000152256
RAPGEF4	ENSG00000091428
MAP3K20	ENSG00000091436
CDCA7	ENSG00000144354
SP3	ENSG00000172845
OLA1	ENSG00000138430
SP9	ENSG00000217236
CIR1	ENSG00000138433
SCRN3	ENSG00000144306
GPR155	ENSG00000163328
WIPF1	ENSG00000115935
CHRNA1	ENSG00000138435
CHN1	ENSG00000128656
ATF2	ENSG00000115966
LNPK	ENSG00000144320
HOXD11	ENSG00000128713
HOXD10	ENSG00000128710
HOXD9	ENSG00000128709
HOXD8	ENSG00000175879
HOXD3	ENSG00000128652
HOXD1	ENSG00000128645
MTX2	ENSG00000128654
HNRNPA3	ENSG00000170144
NFE2L2	ENSG00000116044
AGPS	ENSG00000018510
TTC30B	ENSG00000196659
PDE11A	ENSG00000128655
RBM45	ENSG00000155636
OSBPL6	ENSG00000079156
PRKRA	ENSG00000180228
PJVK	ENSG00000204311
FKBP7	ENSG00000079150
PLEKHA3	ENSG00000116095
TTN	ENSG00000155657
CCDC141	ENSG00000163492
SESTD1	ENSG00000187231
CWC22	ENSG00000163510
UBE2E3	ENSG00000170035
ITGA4	ENSG00000115232
CERKL	ENSG00000188452
NEUROD1	ENSG00000162992
PPP1R1C	ENSG00000150722
PDE1A	ENSG00000115252
DNAJC10	ENSG00000077232
FRZB	ENSG00000162998
NCKAP1	ENSG00000061676
DUSP19	ENSG00000162999
NUP35	ENSG00000163002
ZC3H15	ENSG00000065548
ITGAV	ENSG00000138448
FAM171B	ENSG00000144369
ZSWIM2	ENSG00000163012
CALCRL	ENSG00000064989
TFPI	ENSG00000003436
CTNND1	ENSG00000198561
BTBD18	ENSG00000233436
SELENOH	ENSG00000211450
TMX2	ENSG00000213593
MED19	ENSG00000156603
ZDHHC5	ENSG00000156599
CLP1	ENSG00000172409
YPEL4	ENSG00000166793
SERPING1	ENSG00000149131
UBE2L6	ENSG00000156587
SMTNL1	ENSG00000214872
TIMM10	ENSG00000134809
SLC43A1	ENSG00000149150
RTN4RL2	ENSG00000186907
SLC43A3	ENSG00000134802
PRG2	ENSG00000186652
PRG3	ENSG00000156575
P2RX3	ENSG00000109991
SSRP1	ENSG00000149136
TNKS1BP1	ENSG00000149115
APLNR	ENSG00000134817
LRRC55	ENSG00000183908
PTPRJ	ENSG00000149177
NUP160	ENSG00000030066
FNBP4	ENSG00000109920
AGBL2	ENSG00000165923
MTCH2	ENSG00000109919
C1QTNF4	ENSG00000172247
NDUFS3	ENSG00000213619
KBTBD4	ENSG00000123444
CELF1	ENSG00000149187
RAPSN	ENSG00000165917
PSMC3	ENSG00000165916
SLC39A13	ENSG00000165915
SPI1	ENSG00000066336
MYBPC3	ENSG00000134571
MADD	ENSG00000110514
NR1H3	ENSG00000025434
ACP2	ENSG00000134575
DDB2	ENSG00000134574
PACSIN3	ENSG00000165912
ARFGAP2	ENSG00000149182
LRP4	ENSG00000134569
CKAP5	ENSG00000175216
F2	ENSG00000180210
ARHGAP1	ENSG00000175220
ATG13	ENSG00000175224
HARBI1	ENSG00000180423
AMBRA1	ENSG00000110497
CHRM4	ENSG00000180720
MDK	ENSG00000110492
DGKZ	ENSG00000149091
CREB3L1	ENSG00000157613
PHF21A	ENSG00000135365
LARGE2	ENSG00000165905
PEX16	ENSG00000121680
MAPK8IP1	ENSG00000121653
CRY2	ENSG00000121671
SLC35C1	ENSG00000181830
CHST1	ENSG00000175264
SYT13	ENSG00000019505
PRDM11	ENSG00000019485
TSPAN18	ENSG00000157570
CD82	ENSG00000085117
ALX4	ENSG00000052850
EXT2	ENSG00000151348
ACCS	ENSG00000110455
ACCSL	ENSG00000205126
ALKBH3	ENSG00000166199
HSD17B12	ENSG00000149084
MIR670HG	ENSG00000235661
TTC17	ENSG00000052841
API5	ENSG00000166181
LRRC4C	ENSG00000148948
RAG2	ENSG00000175097
RAG1	ENSG00000166349
TRAF6	ENSG00000175104
PRR5L	ENSG00000135362
COMMD9	ENSG00000110442
LDLRAD3	ENSG00000179241
TRIM44	ENSG00000166326
FJX1	ENSG00000179431
PAMR1	ENSG00000149090
SLC1A2	ENSG00000110436
CD44	ENSG00000026508
PDHX	ENSG00000110435
APIP	ENSG00000149089
EHF	ENSG00000135373
ELF5	ENSG00000135374
CAT	ENSG00000121691
ABTB2	ENSG00000166016
NAT10	ENSG00000135372
CAPRIN1	ENSG00000135387
LMO2	ENSG00000135363
FBXO3	ENSG00000110429
HIPK3	ENSG00000110422
CSTF3	ENSG00000176102
TCP11L1	ENSG00000176148
DEPDC7	ENSG00000121690
QSER1	ENSG00000060749
PRRG4	ENSG00000135378
CCDC73	ENSG00000186714
EIF3M	ENSG00000149100
WT1	ENSG00000184937
RCN1	ENSG00000049449
PAUPAR	ENSG00000281880
PAX6	ENSG00000007372
ELP4	ENSG00000109911
IMMP1L	ENSG00000148950
DNAJC24	ENSG00000170946
MPPED2	ENSG00000066382
ARL14EP	ENSG00000152219
KCNA4	ENSG00000182255
METTL15	ENSG00000169519
KIF18A	ENSG00000121621
BDNF	ENSG00000176697
LIN7C	ENSG00000148943
LGR4	ENSG00000205213
CCDC34	ENSG00000109881
BBOX1	ENSG00000129151
FIBIN	ENSG00000176971
ANO3	ENSG00000134343
LPCAT4	ENSG00000176454
NUTM1	ENSG00000184507
NOP10	ENSG00000182117
SLC12A6	ENSG00000140199
EMC4	ENSG00000128463
KATNBL1	ENSG00000134152
EMC7	ENSG00000134153
CHRM5	ENSG00000184984
AVEN	ENSG00000169857
RYR3	ENSG00000198838
FMN1	ENSG00000248905
GREM1	ENSG00000166923
SCG5	ENSG00000166922
ARHGAP11A	ENSG00000198826
GJD2	ENSG00000159248
ACTC1	ENSG00000159251
AQR	ENSG00000021776
DPH6	ENSG00000134146
MEIS2	ENSG00000134138
SPRED1	ENSG00000166068
FAM98B	ENSG00000171262
RASGRP1	ENSG00000172575
THBS1	ENSG00000137801
FSIP1	ENSG00000150667
GPR176	ENSG00000166073
EIF2AK4	ENSG00000128829
SRP14	ENSG00000140319
BMF	ENSG00000104081
BUB1B	ENSG00000156970
PAK6	ENSG00000137843
ANKRD63	ENSG00000230778
PLCB2	ENSG00000137841
INAFM2	ENSG00000259330
PHGR1	ENSG00000233041
DISP2	ENSG00000140323
KNSTRN	ENSG00000128944
IVD	ENSG00000128928
BAHD1	ENSG00000140320
CHST14	ENSG00000169105
CCDC32	ENSG00000128891
RPUSD2	ENSG00000166133
KNL1	ENSG00000137812
RAD51	ENSG00000051180
RMDN3	ENSG00000137824
GCHFR	ENSG00000137880
DNAJC17	ENSG00000104129
ZFYVE19	ENSG00000166140
PPP1R14D	ENSG00000166143
SPINT1	ENSG00000166145
RHOV	ENSG00000104140
VPS18	ENSG00000104142
DLL4	ENSG00000128917
CHAC1	ENSG00000128965
INO80	ENSG00000128908
EXD1	ENSG00000178997
CHP1	ENSG00000187446
OIP5	ENSG00000104147
NUSAP1	ENSG00000137804
NDUFAF1	ENSG00000137806
RTF1	ENSG00000137815
ITPKA	ENSG00000137825
LTK	ENSG00000062524
RPAP1	ENSG00000103932
TYRO3	ENSG00000092445
MGA	ENSG00000174197
MAPKBP1	ENSG00000137802
JMJD7	ENSG00000243789
PLA2G4B	ENSG00000243708
EHD4	ENSG00000103966
PLA2G4E	ENSG00000188089
PLA2G4D	ENSG00000159337
PLA2G4F	ENSG00000168907
VPS39	ENSG00000166887
TMEM87A	ENSG00000103978
GANC	ENSG00000214013
CAPN3	ENSG00000092529
SNAP23	ENSG00000092531
LRRC57	ENSG00000180979
HAUS2	ENSG00000137814
STARD9	ENSG00000159433
CDAN1	ENSG00000140326
TTBK2	ENSG00000128881
UBR1	ENSG00000159459
TMEM62	ENSG00000137842
CCNDBP1	ENSG00000166946
EPB42	ENSG00000166947
TGM5	ENSG00000104055
LCMT2	ENSG00000168806
ADAL	ENSG00000168803
ZSCAN29	ENSG00000140265
TUBGCP4	ENSG00000137822
MAP1A	ENSG00000166963
PPIP5K1	ENSG00000168781
STRC	ENSG00000242866
CATSPER2	ENSG00000166762
PDIA3	ENSG00000167004
ELL3	ENSG00000128886
SERINC4	ENSG00000184716
SERF2	ENSG00000140264
HYPK	ENSG00000242028
WDR76	ENSG00000092470
FRMD5	ENSG00000171877
CASC4	ENSG00000166734
MAGEB3	ENSG00000198798
CTDSPL2	ENSG00000137770
SPG11	ENSG00000104133
PATL2	ENSG00000229474
B2M	ENSG00000166710
TRIM69	ENSG00000185880
TERB2	ENSG00000167014
SORD	ENSG00000140263
DUOX2	ENSG00000140279
DUOXA2	ENSG00000140274
DUOXA1	ENSG00000140254
DUOX1	ENSG00000137857
SHF	ENSG00000138606
SLC28A2	ENSG00000137860
GATM	ENSG00000171766
SLC30A4	ENSG00000104154
BLOC1S6	ENSG00000104164
SQOR	ENSG00000137767
SEMA6D	ENSG00000137872
SLC24A5	ENSG00000188467
MYEF2	ENSG00000104177
CTXN2	ENSG00000233932
SLC12A1	ENSG00000074803
DUT	ENSG00000128951
FBN1	ENSG00000166147
CEP152	ENSG00000103995
SHC4	ENSG00000185634
EID1	ENSG00000255302
SECISBP2L	ENSG00000138593
COPS2	ENSG00000166200
GALK2	ENSG00000156958
FAM227B	ENSG00000166262
FGF7	ENSG00000140285
DTWD1	ENSG00000104047
ATP8B4	ENSG00000104043
SLC27A2	ENSG00000140284
HDC	ENSG00000140287
GABPB1	ENSG00000104064
USP8	ENSG00000138592
USP50	ENSG00000170236
TRPM7	ENSG00000092439
SPPL2A	ENSG00000138600
AP4E1	ENSG00000081014
BLVRA	ENSG00000106605
NCAPH	ENSG00000121152
ITPRIPL1	ENSG00000198885
SNRNP200	ENSG00000144028
CIAO1	ENSG00000144021
TMEM127	ENSG00000135956
STARD7	ENSG00000084090
DUSP2	ENSG00000158050
ASTL	ENSG00000188886
ADRA2B	ENSG00000274286
GPAT2	ENSG00000186281
FAHD2A	ENSG00000115042
KCNIP3	ENSG00000115041
PROM2	ENSG00000155066
MRPS5	ENSG00000144029
MAL	ENSG00000172005
MALL	ENSG00000144063
NPHP1	ENSG00000144061
BUB1	ENSG00000169679
ACOXL	ENSG00000153093
BCL2L11	ENSG00000153094
ANAPC1	ENSG00000153107
MERTK	ENSG00000153208
TMEM87B	ENSG00000153214
FBLN7	ENSG00000144152
ZC3H8	ENSG00000144161
ZC3H6	ENSG00000188177
TTL	ENSG00000114999
POLR1B	ENSG00000125630
CHCHD5	ENSG00000125611
SLC20A1	ENSG00000144136
CKAP2L	ENSG00000169607
IL1A	ENSG00000115008
IL1B	ENSG00000125538
SIRPA	ENSG00000198053
PDYN	ENSG00000101327
STK35	ENSG00000125834
TGM3	ENSG00000125780
TGM6	ENSG00000166948
SNRPB	ENSG00000125835
TMC2	ENSG00000149488
NOP56	ENSG00000101361
IDH3B	ENSG00000101365
EBF4	ENSG00000088881
CPXM1	ENSG00000088882
PCED1A	ENSG00000132635
VPS16	ENSG00000215305
PTPRA	ENSG00000132670
MRPS26	ENSG00000125901
OXT	ENSG00000101405
AVP	ENSG00000101200
UBOX5	ENSG00000185019
FASTKD5	ENSG00000215251
LZTS3	ENSG00000088899
DDRGK1	ENSG00000198171
ITPA	ENSG00000125877
SLC4A11	ENSG00000088836
ATRN	ENSG00000088812
GFRA4	ENSG00000125861
ADAM33	ENSG00000149451
SIGLEC1	ENSG00000088827
HSPA12B	ENSG00000132622
SPEF1	ENSG00000101222
CENPB	ENSG00000125817
CDC25B	ENSG00000101224
AP5S1	ENSG00000125843
MAVS	ENSG00000088888
PANK2	ENSG00000125779
RNF24	ENSG00000101236
SMOX	ENSG00000088826
ADRA1D	ENSG00000171873
PRNP	ENSG00000171867
RASSF2	ENSG00000101265
SLC23A2	ENSG00000089057
TMEM230	ENSG00000089063
PCNA	ENSG00000132646
CDS2	ENSG00000101290
PROKR2	ENSG00000101292
GPCPD1	ENSG00000125772
CHGB	ENSG00000089199
TRMT6	ENSG00000089195
MCM8	ENSG00000125885
CRLS1	ENSG00000088766
LRRN4	ENSG00000125872
FERMT1	ENSG00000101311
BMP2	ENSG00000125845
HAO1	ENSG00000101323
TMX4	ENSG00000125827
PLCB1	ENSG00000182621
PLCB4	ENSG00000101333
LAMP5	ENSG00000125869
ANKEF1	ENSG00000132623
SNAP25	ENSG00000132639
MKKS	ENSG00000125863
SLX4IP	ENSG00000149346
JAG1	ENSG00000101384
BTBD3	ENSG00000132640
SPTLC3	ENSG00000172296
ISM1	ENSG00000101230
TASP1	ENSG00000089123
ESF1	ENSG00000089048
NDUFAF5	ENSG00000101247
SEL1L2	ENSG00000101251
MACROD2	ENSG00000172264
FLRT3	ENSG00000125848
KIF16B	ENSG00000089177
SNRPB2	ENSG00000125870
OTOR	ENSG00000125879
PCSK2	ENSG00000125851
BFSP1	ENSG00000125864
DSTN	ENSG00000125868
RRBP1	ENSG00000125844
SNX5	ENSG00000089006
MGME1	ENSG00000125871
OVOL2	ENSG00000125850
KAT14	ENSG00000149474
DZANK1	ENSG00000089091
POLR3F	ENSG00000132664
RBBP9	ENSG00000089050
SEC23B	ENSG00000101310
SMIM26	ENSG00000232388
DTD1	ENSG00000125821
SLC24A3	ENSG00000185052
RIN2	ENSG00000132669
NAA20	ENSG00000173418
CRNKL1	ENSG00000101343
CFAP61	ENSG00000089101
INSM1	ENSG00000173404
RALGAPA2	ENSG00000188559
KIZ	ENSG00000088970
XRN2	ENSG00000088930
NKX2-4	ENSG00000125816
NKX2-2	ENSG00000125820
PAX1	ENSG00000125813
FOXA2	ENSG00000125798
SSTR4	ENSG00000132671
THBD	ENSG00000178726
CD93	ENSG00000125810
NXT1	ENSG00000132661
GZF1	ENSG00000125812
NAPB	ENSG00000125814
CST11	ENSG00000125831
CST8	ENSG00000125815
CST9	ENSG00000173335
CST3	ENSG00000101439
SYNDIG1	ENSG00000101463
CST7	ENSG00000077984
APMAP	ENSG00000101474
ACSS1	ENSG00000154930
VSX1	ENSG00000100987
ENTPD6	ENSG00000197586
PYGB	ENSG00000100994
ABHD12	ENSG00000100997
GINS1	ENSG00000101003
NINL	ENSG00000101004
NANP	ENSG00000170191
NSFL1C	ENSG00000088833
FKBP1A	ENSG00000088832
SDCBP2	ENSG00000125775
SNPH	ENSG00000101298
TMEM74B	ENSG00000125895
PSMF1	ENSG00000125818
RSPO4	ENSG00000101282
ANGPT4	ENSG00000101280
FAM110A	ENSG00000125898
SLC52A3	ENSG00000101276
SRXN1	ENSG00000271303
TCF15	ENSG00000125878
CSNK2A1	ENSG00000101266
TBC1D20	ENSG00000125875
RBCK1	ENSG00000125826
TRIB3	ENSG00000101255
SOX12	ENSG00000177732
ZCCHC3	ENSG00000247315
